Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,Property_Type,City,District,Land_Price_Per_M2,Land_Value
"Đường Võ Văn Kiệt, Phường Cầu Kho, Quận 1, Hồ Chí Minh",54.0,4.85,2.0,Đông - Nam,Đông - Nam,2.0,3.0,2.0,Have certificate,Basic,7.5,Nhà,Hồ Chí Minh,Quận 1,500.0,27000.0
"Đường Thân Nhân Trung, Phường 13, Tân Bình, Hồ Chí Minh",59.0,5.0,5.0,Đông - Nam,Đông - Nam,3.0,9.0,8.0,Have certificate,Basic,6.0,Nhà,Hồ Chí Minh,Quận 1,500.0,29500.0
"Dự án PiCity High Park, Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",100.0,4.2,6.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,7.0,Nhà,Hồ Chí Minh,Quận 1,500.0,50000.0
"Đường Lê Đức Thọ, Phường 13, Gò Vấp, Hồ Chí Minh",58.0,4.0,4.0,Đông - Nam,Đông - Nam,3.0,5.0,5.0,Have certificate,Full,6.2,Nhà,Hồ Chí Minh,Quận 1,500.0,29000.0
"Đường Ấp 6, Xã Lê Minh Xuân, Bình Chánh, Hồ Chí Minh",40.0,5.0,10.0,Đông - Nam,Đông - Nam,1.0,2.0,2.0,Have certificate,Full,1.3,Nhà,Hồ Chí Minh,Quận 6,85.0,3400.0
"Đường Hồ Học Lãm, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh",127.0,4.5,6.0,Đông - Nam,Đông - Nam,2.0,3.0,2.0,Have certificate,Full,8.45,Nhà,Hồ Chí Minh,Bình Tân,55.0,6985.0
"Đường Nguyễn Phúc Chu, Phường 15, Tân Bình, Hồ Chí Minh",48.0,4.0,6.0,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Have certificate,Full,5.0,Nhà,Hồ Chí Minh,Quận 1,500.0,24000.0
"Đường Trần Thị Trọng, Phường 15, Tân Bình, Hồ Chí Minh",54.0,4.2,6.0,Đông - Nam,Đông - Nam,2.0,4.0,3.0,Have certificate,Full,4.1,Nhà,Hồ Chí Minh,Quận 1,500.0,27000.0
"Đường Đoàn Văn Bơ, Phường 16, Quận 4, Hồ Chí Minh",35.0,3.6,4.0,Đông - Nam,Đông - Nam,3.0,3.0,2.0,Sale contract,Full,3.75,Nhà,Hồ Chí Minh,Quận 1,500.0,17500.0
"Hẻm 1234, Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",98.7,6.0,3.0,Đông - Nam,Đông - Nam,2.0,7.0,4.0,Have certificate,Basic,5.2,Nhà,Hồ Chí Minh,Quận 1,500.0,49350.0
"76/10/24 Đường Nguyễn Sơn, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",54.0,3.8,4.0,Tây,Tây,2.0,2.0,2.0,Have certificate,Full,5.65,Nhà,Hồ Chí Minh,Quận 1,500.0,27000.0
"Đường Xô Viết Nghệ Tĩnh, Phường 24, Bình Thạnh, Hồ Chí Minh",70.0,5.0,5.0,Đông - Nam,Đông - Nam,5.0,7.0,8.0,Have certificate,Full,6.9,Nhà,Hồ Chí Minh,Quận 4,160.0,11200.0
"Đường Số 12, Phường Tam Bình, Thủ Đức, Hồ Chí Minh",60.0,4.0,5.0,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Have certificate,Full,5.2,Nhà,Hồ Chí Minh,Quận 1,500.0,30000.0
"Đường Tôn Đản, Phường 8, Quận 4, Hồ Chí Minh",49.5,4.5,4.3,Tây - Nam,Đông - Nam,3.0,2.0,2.0,Have certificate,Full,4.15,Nhà,Hồ Chí Minh,Quận 4,160.0,7920.0
"Dự án Green River quận 8, Đường Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh",151.0,4.0,4.0,Đông - Nam,Đông - Nam,2.0,2.0,3.0,Have certificate,Basic,5.7,Nhà,Hồ Chí Minh,Quận 6,85.0,12835.0
"Đường 1A, Phường An Lạc A, Bình Tân, Hồ Chí Minh",68.0,4.5,6.0,Đông - Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,Full,6.7,Nhà,Hồ Chí Minh,Quận 1,500.0,34000.0
"Đường Đồng Nai, Phường 15, Quận 10, Hồ Chí Minh",66.0,6.0,8.0,Đông - Nam,Đông - Nam,3.0,5.0,4.0,Have certificate,Full,9.9,Nhà,Hồ Chí Minh,Quận 1,500.0,33000.0
"Đường Phú Định, Phường 16, Quận 8, Hồ Chí Minh",36.0,4.0,4.0,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Have certificate,Full,3.5,Nhà,Hồ Chí Minh,Quận 1,500.0,18000.0
"Đường 1, Xã Bình Chánh, Bình Chánh, Hồ Chí Minh",75.0,5.0,8.0,Đông - Nam,Đông - Nam,2.0,3.0,2.0,Have certificate,Full,2.25,Nhà,Hồ Chí Minh,Quận 1,500.0,37500.0
"Đường Hồ Văn Long, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",28.0,3.5,7.0,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Have certificate,Full,2.68,Nhà,Hồ Chí Minh,Bình Tân,55.0,1540.0
"Đường Bàu Cát 1, Phường 12, Tân Bình, Hồ Chí Minh",38.0,4.2,6.0,Đông - Nam,Đông - Nam,5.0,4.0,5.0,Have certificate,Full,9.1,Nhà,Hồ Chí Minh,Quận 1,500.0,19000.0
"Đường Hoàng Bật Đạt, Phường 15, Tân Bình, Hồ Chí Minh",54.0,4.2,5.0,Đông - Nam,Đông - Nam,4.0,4.0,5.0,Have certificate,Full,6.2,Nhà,Hồ Chí Minh,Quận 1,500.0,27000.0
"Đường Lâm Thị Hố, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",126.2,5.6,12.0,Đông - Nam,Đông - Bắc,1.0,2.0,1.0,Have certificate,Full,6.9,Nhà,Hồ Chí Minh,Quận 1,500.0,63100.0
"Đường Phạm Thế Hiển, Phường 1, Quận 8, Hồ Chí Minh",68.0,4.0,3.0,Đông - Nam,Đông - Nam,2.0,6.0,6.0,Have certificate,Full,4.95,Nhà,Hồ Chí Minh,Quận 1,500.0,34000.0
"Đường Linh Đông, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",44.0,3.5,5.0,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Have certificate,Basic,3.8,Nhà,Hồ Chí Minh,Thủ Đức,100.0,4400.0
"Đường Quang Trung, Phường 12, Gò Vấp, Hồ Chí Minh",70.0,4.085,5.0,Đông - Nam,Đông - Nam,5.0,5.0,5.0,Have certificate,Full,6.01,Chung cư,Hồ Chí Minh,Quận 1,500.0,35000.0
"Đường Cư Xá Phú Lâm B, Phường 13, Quận 6, Hồ Chí Minh",72.0,4.0,6.0,Đông - Nam,Đông - Nam,2.0,6.0,4.0,Sale contract,Full,6.75,Nhà,Hồ Chí Minh,Quận 1,500.0,36000.0
"Đường Hương lộ 2, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",60.0,4.0,9.0,Đông,Đông,3.0,5.0,5.0,Have certificate,Basic,7.6,Nhà,Hồ Chí Minh,Bình Tân,55.0,3300.0
"1942, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",82.5,5.0,6.0,Đông - Nam,Đông - Nam,2.0,3.0,2.0,Have certificate,Full,4.8,Nhà,Hồ Chí Minh,Quận 1,500.0,41250.0
"Đường Thanh Đa, Phường 27, Bình Thạnh, Hồ Chí Minh",157.0,10.0,3.0,Đông - Nam,Tây - Nam,4.0,7.0,7.0,Have certificate,Basic,10.0,Nhà,Hồ Chí Minh,Quận 7,180.0,28260.0
"530/Đường Tỉnh Lộ 10, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",66.0,4.1,7.0,Đông - Nam,Đông - Nam,4.0,5.0,6.0,Have certificate,Basic,6.8,Nhà,Hồ Chí Minh,Quận 1,500.0,33000.0
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",60.0,4.0,3.0,Đông - Nam,Đông - Nam,3.0,4.0,6.0,Have certificate,Basic,4.8,Nhà,Hồ Chí Minh,Quận 7,180.0,10800.0
"Đường Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",85.0,5.0,6.0,Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,Full,5.99,Nhà,Hồ Chí Minh,Quận 1,500.0,42500.0
"285 Đường Quốc lộ 1A, Phường Tam Bình, Thủ Đức, Hồ Chí Minh",49.1,3.86,50.0,Tây - Bắc,Tây - Bắc,2.0,3.0,2.0,Have certificate,Full,3.5,Nhà,Hồ Chí Minh,Quận 1,500.0,24550.0
"Xã Bình Chánh, Bình Chánh, Hồ Chí Minh",85.0,5.0,10.0,Đông - Nam,Đông - Nam,3.0,3.0,4.0,Have certificate,Full,4.0,Nhà,Hồ Chí Minh,Bình Chánh,35.0,2975.0
"670/87/20 Đường Đoàn Văn Bơ, Phường 16, Quận 4, Hồ Chí Minh",56.5,4.279999999999999,4.15,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Have certificate,Full,4.7,Nhà,Hồ Chí Minh,Quận 1,500.0,28250.0
"Số 61/2, Đường Nguyễn Xiển, Phường Trường Thạnh, Thủ Đức, Hồ Chí Minh",245.0,4.7,12.0,Tây - Nam,Nam,1.0,3.0,3.0,Have certificate,Full,7.6,Nhà,Hồ Chí Minh,Quận 1,500.0,122500.0
"Hẻm 1716/46/, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",21.0,5.0,5.0,Đông - Nam,Đông - Nam,3.0,2.0,2.0,Have certificate,Full,1.53,Nhà,Hồ Chí Minh,Quận 1,500.0,10500.0
"Đường Hoàng Hoa Thám, Phường 5, Phú Nhuận, Hồ Chí Minh",36.0,4.3,4.0,Đông - Nam,Đông - Nam,4.0,5.0,4.0,Have certificate,Full,6.25,Nhà,Hồ Chí Minh,Quận 5,120.0,4320.0
"Dự án The Beverly Solari  - Vinhomes Grand Park, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",45.0,5.0,8.0,Đông - Nam,Đông - Nam,3.0,3.0,1.0,Sale contract,Full,5.9,Chung cư,Hồ Chí Minh,Quận 9 (Thủ Đức),90.0,4050.0
"331/, Đường Phan Huy Ích, Phường 14, Gò Vấp, Hồ Chí Minh",41.5,4.0,6.0,Nam,Đông - Nam,4.0,5.0,3.0,Have certificate,Full,7.7,Nhà,Hồ Chí Minh,Quận 1,500.0,20750.0
"Đường Trường Chinh, Phường 12, Tân Bình, Hồ Chí Minh",60.0,10.0,10.0,Đông - Nam,Đông - Nam,3.0,5.0,3.0,Have certificate,Full,9.99,Nhà,Hồ Chí Minh,Quận 1,500.0,30000.0
"Đường Quang Trung, Phường 8, Gò Vấp, Hồ Chí Minh",91.0,4.0,5.0,Đông - Nam,Đông - Nam,4.0,4.0,4.0,Have certificate,Full,9.3,Nhà,Hồ Chí Minh,Quận 8,70.0,6370.0
"1716/9, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",27.0,3.0,3.0,Đông - Nam,Đông - Nam,3.0,4.0,2.0,Have certificate,Empty,1.99,Nhà,Hồ Chí Minh,Quận 1,500.0,13500.0
"Đường Dân Thắng 2, Xã Tân Thới Nhì, Hóc Môn, Hồ Chí Minh",80.0,4.0,5.0,Đông - Nam,Đông - Nam,2.0,3.0,4.0,Have certificate,Full,4.25,Nhà,Hồ Chí Minh,Hóc Môn,25.0,2000.0
"Đường Nguyễn Tư Giản, Phường 12, Gò Vấp, Hồ Chí Minh",60.0,4.085,5.0,Đông - Nam,Đông - Nam,3.0,3.0,2.0,Have certificate,Full,5.9,Nhà,Hồ Chí Minh,Quận 1,500.0,30000.0
"Lê Đình Cẩn, Phường Tân Tạo, Bình Tân, Hồ Chí Minh",42.0,4.0,4.0,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,Empty,1.9,Nhà,Hồ Chí Minh,Bình Tân,55.0,2310.0
"Hẻm 308, Đường Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",55.0,4.3,5.0,Tây,Đông - Nam,2.0,3.0,2.0,Have certificate,Full,4.75,Nhà,Hồ Chí Minh,Quận 3,250.0,13750.0
"Dự án Green River quận 8, Đường Phạm Thế Hiển, Phường 6, Quận 8, Hồ Chí Minh",151.0,4.0,4.0,Đông - Nam,Đông - Nam,2.0,2.0,3.0,Have certificate,Basic,5.6,Nhà,Hồ Chí Minh,Quận 6,85.0,12835.0
"Đường Phan Xích Long, Phường 3, Phú Nhuận, Hồ Chí Minh",62.44,4.3,4.0,Đông - Nam,Đông - Nam,2.0,3.0,4.0,Have certificate,Basic,8.3,Nhà,Hồ Chí Minh,Quận 3,250.0,15610.0
"Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",100.0,4.0,5.0,Đông - Nam,Đông - Nam,2.0,3.0,2.0,Have certificate,Basic,9.0,Nhà,Hồ Chí Minh,Quận 5,120.0,12000.0
"Dự án Phố Đông Village , Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Hồ Chí Minh",100.0,5.0,5.0,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Have certificate,Full,8.5,Nhà,Hồ Chí Minh,Quận 2 (Thủ Đức),180.0,18000.0
"783A, Đường Cao Lỗ, Phường 14, Quận 8, Hồ Chí Minh",64.0,4.0,16.0,Tây - Bắc,Tây - Bắc,3.0,4.0,4.0,Have certificate,Full,10.0,Nhà,Hồ Chí Minh,Quận 1,500.0,32000.0
"Đường Lê Văn Sỹ, Phường 13, Phú Nhuận, Hồ Chí Minh",40.0,4.0,4.0,Đông - Nam,Đông - Nam,5.0,4.0,5.0,Have certificate,Full,9.2,Chung cư,Hồ Chí Minh,Quận 1,500.0,20000.0
"Đường 836, Phường Phú Hữu, Quận 9, Hồ Chí Minh",100.0,5.0,12.0,Đông - Bắc,Đông - Nam,1.0,2.0,1.0,Have certificate,Full,7.8,Nhà,Hồ Chí Minh,Quận 3,250.0,25000.0
"Dự án Mega Ruby, Đường D3, Phường Phú Hữu, Quận 9, Hồ Chí Minh",82.5,5.0,12.0,Tây,Tây,3.0,3.0,3.0,Have certificate,Full,9.3,Chung cư,Hồ Chí Minh,Quận 3,250.0,20625.0
"Đường Phạm Văn Đồng, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",53.28,3.3,50.0,Tây - Bắc,Đông - Nam,1.0,1.0,1.0,Have certificate,Full,8.2,Nhà,Hồ Chí Minh,Thủ Đức,100.0,5328.0
"Đường Hoàng Văn Thụ, Phường 8, Phú Nhuận, Hồ Chí Minh",64.0,8.0,4.5,Đông - Nam,Đông - Nam,4.0,5.0,5.0,Have certificate,Full,8.5,Nhà,Hồ Chí Minh,Quận 8,70.0,4480.0
"Đường Nguyễn Duy Trinh, Phường Long Trường, Quận 9, Hồ Chí Minh",65.6,4.5,8.0,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,5.9,Nhà,Hồ Chí Minh,Quận 9 (Thủ Đức),90.0,5903.999999999999
"Đường Linh Đông, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",100.0,5.0,6.0,Đông - Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,Full,7.2,Nhà,Hồ Chí Minh,Thủ Đức,100.0,10000.0
"26/3A Đường Cây Cám, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",201.0,4.0,6.0,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Have certificate,Full,8.8,Nhà,Hồ Chí Minh,Quận 3,250.0,50250.0
"Đường Lê Đức Thọ, Phường 6, Gò Vấp, Hồ Chí Minh",42.5,8.5,4.0,Tây,Đông - Nam,4.0,3.0,3.0,Have certificate,Full,5.95,Nhà,Hồ Chí Minh,Quận 6,85.0,3612.5
"71/15L KP5, Đường 25, Phường Phước Long B, Quận 9, Hồ Chí Minh",103.0,5.0,5.0,Nam,Nam,1.0,2.0,2.0,Have certificate,Full,5.3,Nhà,Hồ Chí Minh,Quận 1,500.0,51500.0
"Đường Tân Kỳ Tân Quý, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",116.0,4.0,6.0,Đông - Nam,Đông - Nam,2.0,6.0,3.0,Have certificate,Full,9.0,Nhà,Hồ Chí Minh,Tân Phú,85.0,9860.0
"Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",90.0,4.085,6.0,Đông - Nam,Đông - Nam,1.0,4.0,3.0,Sale contract,Full,8.9,Nhà,Hồ Chí Minh,Quận 5,120.0,10800.0
"Đường Nguyễn Thị Thập, Phường Tân Phú, Quận 7, Hồ Chí Minh",52.0,4.3,5.0,Đông,Đông - Nam,3.0,4.0,5.0,Sale contract,Basic,6.1,Nhà,Hồ Chí Minh,Quận 7,150.0,7800.0
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",41.0,3.06,5.0,Đông - Nam,Đông - Nam,2.0,2.0,1.0,Have certificate,Basic,3.0,Nhà,Hồ Chí Minh,Quận 7,180.0,7380.0
"Đường Bác Ái, Phường Tân Thành, Tân Phú, Hồ Chí Minh",73.0,4.1,12.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,8.8,Nhà,Hồ Chí Minh,Tân Phú,85.0,6205.0
"Phường 14, Tân Bình, Hồ Chí Minh",68.0,4.3,7.0,Đông - Nam,Đông - Nam,4.0,3.0,3.0,Have certificate,Full,9.4,Nhà,Hồ Chí Minh,Quận 1,500.0,34000.0
"Đường Trần Thị Do, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",56.0,4.2,10.0,Đông - Nam,Đông - Nam,4.0,5.0,5.0,Have certificate,Basic,5.79,Nhà,Hồ Chí Minh,Quận 1,500.0,28000.0
"Đường Tân Hóa, Phường 14, Quận 6, Hồ Chí Minh",71.0,4.7,4.0,Đông - Nam,Đông - Nam,4.0,4.0,4.0,Have certificate,Full,6.5,Nhà,Hồ Chí Minh,Quận 1,500.0,35500.0
"Đường Lam Sơn, Phường 5, Phú Nhuận, Hồ Chí Minh",69.2,4.3,4.0,Đông - Nam,Đông - Nam,2.0,6.0,3.0,Have certificate,Full,6.49,Nhà,Hồ Chí Minh,Quận 5,120.0,8304.0
"Đường 12, Phường Trường Thạnh, Thủ Đức, Hồ Chí Minh",53.8,4.5,8.0,Đông - Bắc,Đông,4.0,3.0,3.0,Have certificate,Full,4.7,Nhà,Hồ Chí Minh,Quận 1,500.0,26900.0
"Số 61/ Phố 59, Phường 14, Gò Vấp, Hồ Chí Minh",32.0,4.085,5.0,Đông - Nam,Nam,2.0,2.0,2.0,Have certificate,Full,3.75,Nhà,Hồ Chí Minh,Quận 1,500.0,16000.0
"Đường Huỳnh Khương An, Phường 5, Gò Vấp, Hồ Chí Minh",42.2,4.085,4.0,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,Empty,2.35,Nhà,Hồ Chí Minh,Quận 5,120.0,5064.0
"Đường Nguyễn Thị Tú, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh",60.0,4.0,7.0,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Have certificate,Full,4.85,Nhà,Hồ Chí Minh,Bình Tân,55.0,3300.0
"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",74.0,4.0,10.0,Bắc,Tây - Bắc,3.0,4.0,4.0,Have certificate,Full,6.05,Nhà,Hồ Chí Minh,Quận 1,500.0,37000.0
"Đường 5, Phường Tăng Nhơn Phú B, Thủ Đức, Hồ Chí Minh",82.0,5.0,5.0,Đông - Nam,Đông - Nam,3.0,3.0,4.0,Have certificate,Full,7.5,Nhà,Hồ Chí Minh,Quận 5,120.0,9840.0
"Đường Số 7, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",130.0,4.4,16.0,Đông - Nam,Đông - Nam,1.0,3.0,1.0,Have certificate,Full,8.5,Nhà,Hồ Chí Minh,Quận 7,180.0,23400.0
"Đường Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",160.0,5.0,14.0,Đông - Nam,Đông - Nam,1.0,3.0,3.0,Have certificate,Full,9.5,Nhà,Hồ Chí Minh,Quận 1,500.0,80000.0
"Đường Miếu Bình Đông, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",44.0,15.0,15.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,4.7,Nhà,Hồ Chí Minh,Bình Tân,55.0,2420.0
"Melosa Garden, số 222, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",100.0,5.0,30.0,Đông - Nam,Đông - Nam,4.0,4.0,4.0,Have certificate,Full,8.8,Chung cư,Hồ Chí Minh,Quận 9 (Thủ Đức),90.0,9000.0
"Đường Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",25.0,4.085,5.0,Đông - Nam,Đông - Nam,3.0,2.0,3.0,Have certificate,Full,3.78,Nhà,Hồ Chí Minh,Quận 5,120.0,3000.0
"Đường Quốc lộ 1A, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",283.0,4.2,6.0,Đông - Nam,Đông - Nam,1.0,6.0,4.0,Have certificate,Full,9.0,Nhà,Hồ Chí Minh,Quận 1,500.0,141500.0
"Đường Nguyễn Văn Đậu, Phường 5, Bình Thạnh, Hồ Chí Minh",64.0,4.0,5.0,Đông - Nam,Đông - Nam,4.0,4.0,5.0,Have certificate,Full,8.6,Nhà,Hồ Chí Minh,Quận 5,120.0,7680.0
"Xã Tân Kiên, Bình Chánh, Hồ Chí Minh",86.6,5.5,10.0,Đông - Nam,Đông - Nam,3.0,5.0,7.0,Have certificate,Full,9.8,Nhà,Hồ Chí Minh,Bình Chánh,35.0,3031.0
"Hẻm 1/, Đường Nguyễn Văn Đậu, Phường 6, Bình Thạnh, Hồ Chí Minh",60.0,4.0,5.0,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Pending,Empty,2.55,Nhà,Hồ Chí Minh,Quận 1,500.0,30000.0
"Đường An Dương Vương, Phường 16, Quận 8, Hồ Chí Minh",65.0,5.0,4.0,Đông,Đông - Nam,5.0,4.0,4.0,Have certificate,Full,6.8,Nhà,Hồ Chí Minh,Quận 1,500.0,32500.0
"Đường Số 11, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",80.0,5.0,4.0,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,Full,6.95,Nhà,Hồ Chí Minh,Quận 1,500.0,40000.0
"Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",132.0,4.0,6.0,Đông,Đông,1.0,2.0,1.0,Have certificate,Basic,7.5,Nhà,Hồ Chí Minh,Quận 7,180.0,23760.0
"Đường Cách Mạng Tháng Tám, Phường 5, Tân Bình, Hồ Chí Minh",45.0,4.2,5.0,Đông - Nam,Đông - Nam,4.0,7.0,7.0,Have certificate,Basic,6.5,Nhà,Hồ Chí Minh,Quận 5,120.0,5400.0
"Đường Xô Viết Nghệ Tĩnh, Phường 26, Bình Thạnh, Hồ Chí Minh",50.0,4.0,5.0,Đông - Nam,Đông - Nam,4.0,4.0,3.0,Have certificate,Full,6.6,Nhà,Hồ Chí Minh,Quận 6,85.0,4250.0
"Đường Thạnh Xuân 21, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",72.0,4.0,6.0,Tây - Nam,Tây - Nam,3.0,3.0,3.0,Have certificate,Basic,4.6,Nhà,Hồ Chí Minh,Quận 1,500.0,36000.0
"55/14 Đường Tây Lân, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",60.0,4.0,7.0,Đông - Bắc,Đông - Bắc,4.0,5.0,5.0,Have certificate,Full,5.5,Nhà,Hồ Chí Minh,Quận 1,500.0,30000.0
"Đường 8, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",100.0,5.0,5.0,Đông - Nam,Đông - Nam,4.0,7.0,7.0,Have certificate,Full,9.5,Nhà,Hồ Chí Minh,Quận 8,70.0,7000.0
"Dự án Lavila Kiến Á - Nhà Bè, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",96.8,5.0,6.0,Tây - Bắc,Nam,3.0,4.0,4.0,Have certificate,Full,9.5,Nhà,Hồ Chí Minh,Nhà Bè,25.0,2420.0
"Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh",66.0,4.0,8.0,Đông - Nam,Đông - Nam,5.0,4.0,3.0,Have certificate,Full,9.0,Nhà,Hồ Chí Minh,Quận 1,500.0,33000.0
"Đường Lê Văn Sỹ, Phường 11, Phú Nhuận, Hồ Chí Minh",40.8,4.3,4.0,Đông - Nam,Đông - Nam,3.0,5.0,4.0,Have certificate,Full,5.65,Nhà,Hồ Chí Minh,Quận 1,500.0,20400.0
"Đường Đông Hưng Thuận 11, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",60.0,4.0,5.0,Tây,Tây - Bắc,1.0,2.0,1.0,Have certificate,Basic,1.95,Nhà,Hồ Chí Minh,Quận 1,500.0,30000.0
"Đường Số 5, Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh",61.0,4.7,3.0,Đông - Nam,Đông - Nam,1.0,2.0,1.0,Have certificate,Full,4.15,Nhà,Hồ Chí Minh,Quận 5,120.0,7320.0
"Đường 185, Phường Phước Long B, Quận 9, Hồ Chí Minh",48.0,5.0,4.0,Đông - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,Basic,2.3,Nhà,Hồ Chí Minh,Quận 1,500.0,24000.0
"Đường Lê Thị Riêng, Phường Thới An, Quận 12, Hồ Chí Minh",66.0,5.0,6.0,Tây - Bắc,Đông - Nam,4.0,5.0,5.0,Have certificate,Basic,5.35,Nhà,Hồ Chí Minh,Quận 1,500.0,33000.0
"Đường Tây Lân, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",113.0,4.0,8.0,Đông - Nam,Đông - Nam,4.0,3.0,4.0,Have certificate,Full,5.8,Nhà,Hồ Chí Minh,Bình Tân,55.0,6215.0
"Đường Trần Văn Mười, Xã Xuân Thới Đông, Hóc Môn, Hồ Chí Minh",68.0,6.0,6.0,Tây - Bắc,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,3.74,Nhà,Hồ Chí Minh,Hóc Môn,25.0,1700.0
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",51.0,5.0,6.0,Đông - Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,Full,5.2,Nhà,Hồ Chí Minh,Nhà Bè,25.0,1275.0
"Đường Nguyễn Phúc Chu, Phường 15, Tân Bình, Hồ Chí Minh",90.0,4.2,6.0,Đông - Nam,Đông - Nam,4.0,4.0,5.0,Have certificate,Full,7.79,Nhà,Hồ Chí Minh,Quận 1,500.0,45000.0
"Đường Nguyễn Ảnh Thủ, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",75.0,4.2,6.0,Đông - Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,Full,4.9,Nhà,Hồ Chí Minh,Quận 1,500.0,37500.0
"Phường Phú Trung, Tân Phú, Hồ Chí Minh",19.0,4.0,3.5,Tây - Nam,Đông - Nam,2.0,1.0,1.0,Have certificate,Full,2.89,Chung cư,Hồ Chí Minh,Tân Phú,85.0,1615.0
